Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
18959,Portugal,"Freshly aromatic, this is a Portuguese equivalent of a Gewürztraminer. It has all the lychees and spice as well as a thick, almost viscous texture. Good acidity helps the balance. Delicious, as an apéritif or with Asian food.",Fernão Pires,89,,Estremadura,,,Roger Voss,@vossroger,Casa Santos Lima 2006 Fernão Pires Fernão Pires (Estremadura),Fernão Pires,Casa Santos Lima
74473,Italy,"Underbrush, moist soil, menthol and woodland berry aromas unfold in the glass. The structured palate offers ripe black cherry, raspberry, licorice and a hint of mocha alongside fine-grained tannins and bright acidity.",Baruffo,91,22.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Cantalici L'Antica Fornace di Ridolfo 2013 Baruffo  (Chianti Classico),Sangiovese,Cantalici L'Antica Fornace di Ridolfo
22274,US,"This wine, from a new collaboration between San Miguel vintner David DuBois and Santa Ynez winemaker Andres Ibarra, shows excellently on the nose, with apple blossoms, white peach flesh, cold butter, seared lemons and garden herbs. The dynamic, engaging palate is framed by pencil shavings and browned butter, with lemon peels, nectarine flesh and hints of salted pineapple.",,92,32.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Cholame 2012 Chardonnay (Santa Barbara County),Chardonnay,Cholame
90700,France,"This wine is still tight and crisp. It has plenty of acidity as well as a strongly mineral texture. Taut and tense, the wine needs to develop to bring out the perfumed fruit of the vintage. Drink from 2020.",Morgeot Premier Cru,92,,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Henri de Villamont 2014 Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Henri de Villamont
121246,Italy,"This dazzling white is a lesson in finesse and balance. It opens with alluring, delicate scents of white wild flowers, chopped herbs, almonds and orchard fruits. The elegant palate offers layers of crisp apple and creamy pear, and radiant acidity brightens the intense flavors while a mineral note closes the lingering finish. Drink through 2023.",Calvarino,94,31.0,Veneto,Soave Classico,,Kerin O’Keefe,@kerinokeefe,Pieropan 2013 Calvarino  (Soave Classico),White Blend,Pieropan
60330,US,"Your first sniff of this wine reveals gooseberry notes, an impression confirmed when you taste it. It's bone dry, and that green, herbal flavor is relieved by riper lemons, limes and mangoes. It's a severe wine, dry and acidic, but deserves credit for elegance and varietal purity.",Cinghiale Vineyard,89,49.0,California,Fort Ross-Seaview,Sonoma,,,Del Dotto 2012 Cinghiale Vineyard Sauvignon Blanc (Fort Ross-Seaview),Sauvignon Blanc,Del Dotto
117730,Italy,"Yellow stone fruit, crushed herb and tomato vine aromas leap from the glass. The creamy palate boasts lively elegance, offering ripe peach, juicy grapefruit, chopped mint and stony mineral flavors before finishing on a tangy note.",Ronco delle Mele,91,45.0,Northeastern Italy,Collio,,Kerin O’Keefe,@kerinokeefe,Venica & Venica 2015 Ronco delle Mele Sauvignon (Collio),Sauvignon,Venica & Venica
43756,Spain,"Cidery apple aromas come with a stony accent and modest yeasty complexity. A crisp, lean, focused mouthfeel and zesty flavors of lemon-lime and green apple finish citrusy and direct.",Gran Cuvée Reserva,88,14.0,Catalonia,Cava,,Michael Schachner,@wineschach,Segura Viudas NV Gran Cuvée Reserva Sparkling (Cava),Sparkling Blend,Segura Viudas
98252,South Africa,"Clean and bright, this opens with light aromas of fresh green apple, underripe pear and melon rind. The lightweight palate is fresh and racy, with a friendly and enjoyable mouthwatering finish. Drink now–2018.",Original Unwooded,88,15.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Raats Family 2016 Original Unwooded Chenin Blanc (Stellenbosch),Chenin Blanc,Raats Family
118853,Italy,"Here's a very good deal for a Brunello “annate” representing the 2008 vintage. The wine offers dark concentration and steady aromas of red fruit, vanilla oak, lead pencil and drying brimstone. Touches of white pepper and cola appear on the silky finish.",Bramante,90,30.0,Tuscany,Brunello di Montalcino,,,,Il Poggiolo E. Cosimi 2008 Bramante  (Brunello di Montalcino),Sangiovese Grosso,Il Poggiolo E. Cosimi
37063,France,"The Buzet co-op's top brand, this is big, powerful and rich. It is dominated by blackberry jelly and sweet plums, as well as firm tannins. The palate is weighty, solid, maybe missing freshness but certainly giving good intensity.",Baron d'Ardeuil Vieilles Vignes,88,17.0,Southwest France,Buzet,,Roger Voss,@vossroger,Vignerons de Buzet 2005 Baron d'Ardeuil Vieilles Vignes Red (Buzet),Bordeaux-style Red Blend,Vignerons de Buzet
104762,Italy,"This savory white opens with aromas of exotic fruit, apricot, hay and a whiff of wild flower that follow through to the palate along with grapefruit and a vegetal note. A mineral accent lifts the finish.",La Capelina,88,14.0,Veneto,Soave,,Kerin O’Keefe,@kerinokeefe,Franchetto 2015 La Capelina  (Soave),Garganega,Franchetto
93115,Portugal,"Obviously rich and dense, this wine is also smooth and elegant thanks to its soft tannic character, never too dry and even now drinkable. Berry fruits and a generous structure allow the wine to be approachable. Drink from 2016.",Passadouro,90,40.0,Douro,,,Roger Voss,@vossroger,Quinta do Passadouro 2012 Passadouro Touriga Nacional (Douro),Touriga Nacional,Quinta do Passadouro
89214,US,"Some will criticize this Chardonnay for being too oaky and sweet, but it sure is delicious. It just brims with pineapple, yellow apricot, crème brûlée, honey and buttered toast flavors that are balanced with crisp acidity. If you like that California style, you'll love this opulent wine.",Tinaquaic Vineyard,90,32.0,California,Santa Maria Valley,Central Coast,,,Foxen 2009 Tinaquaic Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Foxen
108064,US,"This is the first Chardonnay release from Anam Cara, estate grown from young vines, and softened by secondary fermentation. The flavors suggest almond and butter, light citrus, a whiff of toast and a taste of cracker. It's smooth, with a lemony finish.",Nicholas Estate,87,26.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Anam Cara 2011 Nicholas Estate Chardonnay (Chehalem Mountains),Chardonnay,Anam Cara
128384,US,"Always in the top rank of Oregon Chardonnays, the Sigrid expresses itself with voluptuously ripe fruits, a generous mix of apples, peaches and pears. The barrel regimen holds nothing back either, sending a tsunami of baking spices, buttered nuts and toasted biscuit flavors across and through the palate.",Sigrid,93,85.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Bergström 2012 Sigrid Chardonnay (Willamette Valley),Chardonnay,Bergström
80689,US,"A blend of Cabernet Sauvignon, Merlot and Cabernet Franc, this wine offers aromas of pencil lead, blackberry and incense, with mint and other herbs in the background. The flavors are rich yet demonstrate restraint, with the tannins showing exceptional polish. It wins on finesse rather than power.",Chaleur Estate,92,79.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,DeLille 2013 Chaleur Estate Red (Red Mountain),Bordeaux-style Red Blend,DeLille
37771,US,"Made from all red grapes, including Pinot Noir, Gamay, Sangiovese and Zinfandel, this is an elegant, delicious sipper that has more elegance than you might expect at this price. It's dryish and crisply clean, with subtle strawberry, raspberry and yeasty flavors.",Blanc de Noirs,87,12.0,California,California,California Other,,,Korbel NV Blanc de Noirs Sparkling (California),Sparkling Blend,Korbel
21794,Argentina,"Earth, leather, black plum and wild-berry aromas are solid and appealing. This is wide and jammy in the mouth, with all the volume expected of Argentinean Malbec. Flavors of oak, mint and spiced plum finish with a touch of heat. Drink through 2018.",Phebus Estate Bottled,89,17.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Fabre Montmayou 2013 Phebus Estate Bottled Malbec (Mendoza),Malbec,Fabre Montmayou
5059,US,"There's been no price increase for this outstanding value, but the quality keeps going up and up. It's packed with juicy red berry and cassis fruit—supple, tangy, deep and lingering. The finish carries a suggestion of chalk, more in the sense of minerality than any artificial dryness.",Five Vineyards,91,20.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Arbor Crest 2012 Five Vineyards Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Arbor Crest
111901,US,"This blend has a slightly meaty, chicken-broth aroma from the Sémillon, and toasty, buttery flavors from the Chardonnay, followed by a lingering finish. It is medium bodied, silky, smooth and elegant.",Semonnay,88,19.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Fenestra 2013 Semonnay White (Livermore Valley),White Blend,Fenestra
101445,Spain,"Oaky aromas of maple and molasses are overriding and ponderous. In the mouth, this is tannic and punishing. Flavors of coconut and chocolate are overly dominant, leaving nothing but candied stickiness and wood resin on the finish.",Reserva,82,19.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Larchago 2009 Reserva  (Rioja),Tempranillo,Larchago
69013,Italy,"This is an elegant and feminine Chianti Classico, with red cherry, and white almond, and delicate shadings of granite and ash. It's smooth and silky in the mouth; shows a very clean and attractive side of Sangiovese.",Coltassala,91,,Tuscany,Chianti Classico,,,,Volpaia 2008 Coltassala  (Chianti Classico),Sangiovese,Volpaia
108996,US,"From 75% Pinot Noir and 25% Chardonnay, the tirage on this sparkling brut took place in 2008, the late-disgorgement in October 2013. The time in bottle has given it a honey-baked edge, sensibly dry, with highlights of baked apple and dried apricot.",Late Disgorged Vintage Brut,88,45.0,California,Yountville,Napa,Virginie Boone,@vboone,Chandon 2007 Late Disgorged Vintage Brut Sparkling (Yountville),Sparkling Blend,Chandon
75072,Portugal,"A blend of Chardonnay with Arinto and Vital, this is a simple, fruity and fragrant wine. It has lively acidity, a crisp, mineral texture and a ripe, full feel at the end. Drink through 2015.",Forgotten Field,85,10.0,Lisboa,,,Roger Voss,@vossroger,Companhia das Quintas 2013 Forgotten Field White (Lisboa),Portuguese White,Companhia das Quintas
108892,Italy,"This is a subdued and somewhat neutral expression of Nebbiolo with measured aromas of black fruit, plum, black currant and moist earth. The wine is definitely more lively in the mouth where it picks up points thanks to its firm disposition and lingering flavors of blackberry and smoke.",Maria di Brün,88,95.0,Piedmont,Barbaresco,,,,Ca'Romè 2006 Maria di Brün  (Barbaresco),Nebbiolo,Ca'Romè
17989,US,"Intensely aromatic, yet big and even chunky in the mouth, this young wine remains compressed and hard-edged. Give it ample aeration, and cranberry, blackberry and black cherry fruits come alive. Dense with fruit and detailed with wet stone minerality, this should be cellared a few years, and consumed from 2020 to 2030.",Ribbon Ridge Estate,94,49.0,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,@paulgwine ,Trisaetum 2015 Ribbon Ridge Estate Pinot Noir (Ribbon Ridge),Pinot Noir,Trisaetum
123739,Spain,"This wine is dusty on the nose, with aromas of red pepper flake, citrus and red fruits. It's fleshy in the mouth and showing grip along with flavors of pomegranate, pink grapefruit and tangerine. Solid, cleansing and dry on the finish. Drink now.",Gran Feudo Rosado,86,12.0,Northern Spain,Navarra,,Michael Schachner,@wineschach,Bodegas Julián Chivite 2011 Gran Feudo Rosado Garnacha (Navarra),Garnacha,Bodegas Julián Chivite
92936,US,"As the designation implies, this is a blend of Cabernet Sauvignon and Grenache. The grapes were grown in Coombsville. The wine is fruity and approachable now, with black cherry jam, mocha and exotic baking spice flavors.",Cabernache,87,45.0,California,Napa Valley,Napa,,,Daviana 2009 Cabernache Red (Napa Valley),Red Blend,Daviana
90291,US,"This wine is all from Yellow Jacket Vineyard, one of the oldest sites in The Rocks. The aromas bring subdued notes of black pepper, bacon fat, blue and blackberries, flowers, mineral and black olive. It has a hypnotic sense of texture—a very pretty interpretation of the variety and area.",Voyageur,91,40.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Maison Bleue 2013 Voyageur Syrah (Walla Walla Valley (WA)),Syrah,Maison Bleue
62334,US,"Brushy sage meets succulent blackberry, blueberry and tar in this impressive wine, which offers generous structure and complex tannin. Though juicy and decidedly enjoyable now, it will benefit from further cellaring; best 2022 through 2032.",Cabernet Bosché,94,150.0,California,Rutherford,Napa,Virginie Boone,@vboone,Freemark Abbey 2012 Cabernet Bosché Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Freemark Abbey
51058,US,"Aromas of tar, flowers, barrel spice and dark fruit lead to palate-staining purple-fruit flavors backed by firm but quite well integrated tannins. It shows a compelling sense of purity.",Stonetree Vineyard,91,24.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Angel Vine 2012 Stonetree Vineyard Petite Sirah (Columbia Valley (WA)),Petite Sirah,Angel Vine
48857,France,"This wine is soft, watery and misses out on character. It is gentle, but with a bitter almond aftertaste.",,83,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château du Cros 2014  Bordeaux Blanc,Sauvignon Blanc,Château du Cros
39362,Portugal,"This is a powerfully structured wine from one of the pioneers of Merlot in Bairrada. It is dark with tannins while also brimming with great black-fruit flavors. Rounded, balancing fruit and acidity, the wine is smooth, rich and now ready to drink.",Reserva,91,20.0,Bairrada,,,Roger Voss,@vossroger,Nelson Neves 2013 Reserva Merlot (Bairrada),Merlot,Nelson Neves
40719,US,"A big, fruity Cabernet that hardly shows a day of age at nearly six years. It's still rich and ripe in blackberry, blueberry and cherry jam flavors. Drink up.",Mountain,86,25.0,California,Napa Valley,Napa,,,Red Table Cellars 2006 Mountain Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Red Table Cellars
117893,France,"Perfumed while also bone-dry, this is a lively, ripe wine. Tight acidity is balanced by warmer red apple and peach flavors. The aftertaste is fresh, mineral and crisp.",Brut,86,19.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine du Petit Coteau NV Brut  (Vouvray),Chenin Blanc,Domaine du Petit Coteau
125862,France,"With a predominance of Chardonnay, this tightly crisp wine has a steely, mineral character. It is tight, tense and nervy while not losing sight of lemon and white fruit flavors. Finely structured and impressive, it has a well-balanced dosage to round things out at the end.",Grande Réserve Brut,93,50.0,Champagne,Champagne,,Roger Voss,@vossroger,Charles Ellner NV Grande Réserve Brut  (Champagne),Champagne Blend,Charles Ellner
83664,Chile,"Marshmallow sweetness and oak aromas give it a confected nose, while the mouth is weighty, concentrated and sappy, with mildly raspy berry and plum flavors. More spicy than herbal, with sweetness and forward oak on the finish. A full-force wine, but one that's fairly basic.",Reserva,86,12.0,Rapel Valley,,,Michael Schachner,@wineschach,Santa Rita 2008 Reserva Carmenère (Rapel Valley),Carmenère,Santa Rita
51589,US,"The chilly vintage has produced a very dry, young wine whose flavors veer toward acid-inspired mineral, citrus peel and apricots, rather than the riper flavors of a warmer year, such as 2008. The result is a tight Chardonnay, one more geared for revealing complexities than for opulence.",Ruxton Vineyard,90,35.0,California,Russian River Valley,Sonoma,,,Lost Canyon 2010 Ruxton Vineyard Chardonnay (Russian River Valley),Chardonnay,Lost Canyon
128412,Argentina,"Leafy raspberry aromas are offset by cured-meat notes of sausage or ballpark hot dogs. This has a creamy yet flabby mouthfeel with barely detectable acidity. Baked cherry and raspberry flavors show touches of cinnamon and chocolate, while the finish is dull.",,84,13.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Ombu 2012 Pinot Noir (Mendoza),Pinot Noir,Ombu
99715,France,The wine is fruity with just the right amount of tannic structure. It has spice and some firm toasty wood flavors in the background. Let the wine open up and drink from 2017.,,86,13.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Laubes 2014  Bordeaux,Bordeaux-style Red Blend,Château Laubes
31865,Spain,"After this medium-bodied, fresh-styled Rioja opens with scratchy plum and berry aromas, hints of chocolate and light oak step in. The mouthfeel is wiry and fresh, with vibrant acidity creating high-toned, red-fruit flavors that finish with ringing zest.",,86,12.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Sierra Cantabria 2010  Rioja,Tempranillo,Sierra Cantabria
65968,US,"This clonal selection shows powerful aromas of cinnamon, mace, sandalwood and plump boysenberry on the attention-grabbing nose. There is a refreshing black-plum-skin tartness to the sip, which is decorated with potpourri, sagebrush, bay leaf and eucalyptus flavors. The mouthfeel is soft, yet zesty acidity and firm structure hold it all together.",Pommard 5,94,60.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,JCR 2014 Pommard 5 Pinot Noir (Santa Barbara County),Pinot Noir,JCR
110185,Portugal,"Pale gold in color, this was made in clay amphoras, giving a dry wine but one that has a honeyed edge. It is aromatic, ripe, and spicy, with an herbal character as well as good finishing acidity. Drink this limited-production wine from 2018.",Herdade de São Miguel Art.Terra Amphora Branco,91,23.0,Alentejano,,,Roger Voss,@vossroger,Casa Agricola Alexandre Relvas 2016 Herdade de São Miguel Art.Terra Amphora Branco Arinto (Alentejano),Arinto,Casa Agricola Alexandre Relvas
39490,Chile,"Warm, earthy and stewed smelling, but then sharp and tangy and acidic in the mouth. Red fruits are dominant, but there's a persistent scour to the wine that doesn't allow it to get to the next level of quality or ripeness.",Crucero Reserva,83,10.0,Colchagua Valley,,,Michael Schachner,@wineschach,Siegel 2007 Crucero Reserva Merlot (Colchagua Valley),Merlot,Siegel
121019,US,"Aromas of gunsmoke, tire rubber, ripe plum and garden herbs seem unsettled but still offer appeal. The palate is über-restrained in style, with the oak and alcohol pulled way back, putting the focus on its freshness and vibrancy. Give it a decant and put it on the dinner table to see it at its best.",Lonesome Springs Ranch,88,20.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Wind Rose 2013 Lonesome Springs Ranch Malbec (Yakima Valley),Malbec,Wind Rose
109483,US,"The inviting scents of melting butter on hot dinner rolls and vanilla-lemon custard ensure a rich wine, and the palate delivers with caramelized apples, dominant oak and more vanilla on the finish. It is balanced out with mustardy tartness and lemon rind acidity.",Black Cap Reserve,89,48.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Blackjack 2012 Black Cap Reserve Chardonnay (Santa Barbara County),Chardonnay,Blackjack
60571,Portugal,"All spice, juicy fruit and dry tannins, this certainly evokes the spirit of the grape. There is a mineral quality to the red berry fruits, which comes through in the youthful, firm edge. Give this wine another two years so the  fruit will open up.",,88,19.0,Douro,,,Roger Voss,@vossroger,Quinta de Ventozelo 2004 Touriga Franca (Douro),Touriga Franca,Quinta de Ventozelo
94353,US,"Right on the border of being a dessert wine, this unusual Pinot Gris has 2.8% residual sugar. It's betwixt and between—not really sweet enough for dessert, but too sweet for most other food. A simple sipping wine, perhaps?",,85,16.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Goose Ridge 2011 Pinot Gris (Columbia Valley (WA)),Pinot Gris,Goose Ridge
17969,Italy,"Bright and fragrant, this offers aromas of Asian spice and fresh berry. The fresh, savory palate delivers juicy blackberry, wild blueberry, licorice and hint of peppercorn alongside robust tannins. There's not much complexity but it's delicious. Drink soon to capture the fresh, succulent fruit.",Elo Veni,88,17.0,Southern Italy,Salento,,Kerin O’Keefe,@kerinokeefe,Leone de Castris 2013 Elo Veni Negroamaro (Salento),Negroamaro,Leone de Castris
29478,Italy,"Perfumed Indian tea and jasmine open the nose of this garnet-colored Nebbiolo-based Roero. The wine is tonic, tart, with tight tannins and lingering spice notes on the close.",Monfrini,87,,Piedmont,Roero,,,,Ponchione Maurizio 2007 Monfrini  (Roero),Nebbiolo,Ponchione Maurizio
18838,Argentina,"As prices for Argentinean Malbecs climb, this is a really good value. It's earthy and full, and slightly rustic on the nose. Feels ripe and rugged, with scratchy tannins supporting red berry and oak-based vanilla notes. Feels fresh and good for a large-production Malbec.",,87,10.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Gouguenheim Winery 2009 Malbec (Mendoza),Malbec,Gouguenheim Winery
34194,US,Aromas of herb and red fruit lead to dried out but lightly gamy fruit flavors.,Estate Double River Vineyard,85,32.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Basel Cellars 2013 Estate Double River Vineyard Merlot (Walla Walla Valley (WA)),Merlot,Basel Cellars
28095,France,"Now firmly in its new cellars, Clerc-Milon's wine is performing at the top of its form. This is a dense wine with juicy acidity as well as sweet tannins and ripe blackberry fruits. They give a ripe wine that is finely structured. The juicy aftertaste, typical of this vintage, is appealing although it does not detract from its power and longevity. Drink from 2022.",,94,62.0,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Clerc Milon 2012  Pauillac,Bordeaux-style Red Blend,Château Clerc Milon
56341,Hungary,"A beautiful wine with unfolding aromas of orange peel, honey, vanilla and spice, with a viscous mélange of honey, spice and citrus on the palate. Elegant and flinty, with a luxurious finish.",Betsek Aszú 6 Puttonyos,91,79.0,Tokaji,,,Susan Kostrzewa,@suskostrzewa,Royal Tokaji 2000 Betsek Aszú 6 Puttonyos  (Tokaji),Tokaji,Royal Tokaji
48346,US,"Equal parts Grenache and Mourvèdre, this appealing wine displays aromas of strawberry, orange rind and light peppery spices. It drinks dry with a lightly spritzy feel.",,89,18.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2014 Rosé (Columbia Valley (WA)),Rosé,Lauren Ashton Cellars
14196,Italy,"Rose petal, violet, tilled earth, leather and a whiff of pastry cream lead the nose. The ripe palate delivers succulent wild cherry accented with cracked black pepper and cinnamon supported by assertive tannins. It's delicious and structured but also forward, so enjoy now–2019.",Riserva,90,40.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Bera 2009 Riserva  (Barbaresco),Nebbiolo,Bera
34205,Chile,"Briary red-fruit aromas are earthy and mellow, with notes of red-apple skin and raspberry. This is medium in body, fresh and feels good on the palate. Plum, raspberry and vanilla flavors are lightly herbal, while the finish is largely smooth and mild.",Reserva,86,13.0,Maipo Valley,,,Michael Schachner,@wineschach,Santa Rita 2011 Reserva Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Santa Rita
89174,Italy,"Subdued aromas of menthol, dark spice and a whiff of leather lead the nose while the full-bodied palate offers mature black cherry, star anise and clove. Tightly wound tannins give a solid finish.",Monvigliero,92,76.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Fratelli Alessandria 2012 Monvigliero  (Barolo),Nebbiolo,Fratelli Alessandria
87480,Spain,"Woodsy at first, then more foresty and stretched. The nose is peppery and light on fruit, while the palate shows tight cherry and raspberry flavors alongside edgy, invigorating tannins and acidity. A lively wine with bite and modest offsetting sweetness to the overriding snap.",Reserva,85,18.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Valserrano 2004 Reserva  (Rioja),Tempranillo Blend,Valserrano
127139,US,"A blend of six different varieties with Syrah (61%) taking the lead, this pink-colored wine offers aromas of bubblegum, spice and herb. The off-dry cherry flavors seem a bit watery, winnowing toward the finish.",,86,14.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Three Rivers 2015 Rosé (Columbia Valley (WA)),Rosé,Three Rivers
60459,Chile,"Gritty, tarry aromas of black olive and raspberry lead to a hard palate with choppy acidity. Sizzling plum and currant flavors come with a burnt note, while a long finish is bolstered by preserving acidity. This is a patented Chilean Cab: expect a heavy herbal character centered around olive and eucalyptus.",Gran Reserva,88,18.0,Maipo Valley,,,Michael Schachner,@wineschach,Morandé 2012 Gran Reserva Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Morandé
88431,US,"Dried red cherries, dark strawberry, mulberry, light baking spice and freshly cracked pepper show on the nose of this balanced bottling of 40% Mourvèdre, 28% Syrah, 22% Grenache and 10% Counoise. The sip starts with a dusty character, and then lovely flavors of light purple fruit, lavender powder and intriguing florality ensue. It drinks great now, but will age marvelously. Enjoy from 2018–2033.",Esprit de Tablas Estate Grown & Bottled Mourvèdre-Syrah--Grenache-Counoise,93,55.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Tablas Creek 2013 Esprit de Tablas Estate Grown & Bottled Mourvèdre-Syrah--Grenache-Counoise Red (Paso Robles),Rhône-style Red Blend,Tablas Creek
75894,US,"Vibrant and concentrated, this light-bodied wine is one of the best of the flamboyantly packaged La Catrina line so far. Packed with vivid fruit flavor, it's lightly sweet but nicely balanced by fresh acidity and flavors like citrus and apple.",,87,12.0,California,California,California Other,Jim Gordon,@gordone_cellars,La Catrina NV Chardonnay (California),Chardonnay,La Catrina
6110,Portugal,"This is a soft and fruity wine that is full of red berries and balanced acidity. It has some tannins, while wood aging has given extra richness. The finish is fresh, bright and juicy. Drink from 2016.",Conde de Vimioso Colheita Seleccionada,87,12.0,Tejo,,,Roger Voss,@vossroger,Falua 2013 Conde de Vimioso Colheita Seleccionada Red (Tejo),Portuguese Red,Falua
89281,Austria,"Liquorous and sweet with honey, peaches and a rounded character. The contrast between the crisp acidity, intense aromatics and beautiful, smooth and opulent texture keeps the wine in exquisite tension.",Trockenbeerenauslese,93,,Kremstal,,,Roger Voss,@vossroger,Nigl 2006 Trockenbeerenauslese Riesling (Kremstal),Riesling,Nigl
110643,US,"Soft, plump and fruity, this pleasing, pure Washington Merlot pushes black cherry, coffee and baking chocolate flavors into a roundly accessible wine with no rough edges at all. It's a quaffer with cojones.",Conner Lee Vineyard,88,32.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,:Nota Bene 2007 Conner Lee Vineyard Merlot (Columbia Valley (WA)),Merlot,:Nota Bene
34589,US,"This wine is made from two exceptionally cool coastal sites: Platt, a single-vineyard in its own right; and Martinelli Charles Ranch Vineyard. The wine follows suit, allowing for a concentrated take on golden apple and stony minerality, the nose crisp and focused in salty, floral notes.",,90,40.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Ramey 2014 Chardonnay (Sonoma Coast),Chardonnay,Ramey
886,France,"This Grenache-heavy blend (with 20% Syrah) offers a good amount of bittersweet cocoa powder and rich jammy black berries and all-fruit preserves on the nose and mouth. A hint of gaminess adds interest to the bouquet, while the crushed velvet texture and firm tannins transition into a long finish laced with earthy spice.",La Mère Grand,90,25.0,Languedoc-Roussillon,Minervois,,Lauren Buzzeo,@laurbuzz,Loup Blanc 2007 La Mère Grand Red (Minervois),Rhône-style Red Blend,Loup Blanc
112079,Germany,"This dry Silvaner balances a crisp, lean fruit profile of white peach, lime and green apple, with a palate that's full, voluptuous and weighty. It's intensely minerally, with a slight mineral-oil slick, but finishes clean with brisk lemon and citrus pith notes.",Trocken,88,18.0,Franken,,,Anna Lee C. Iijima,,Castell 2011 Trocken Silvaner (Franken),Silvaner,Castell
104831,Italy,"Tight aromas of berry, tar, smoke and roasted hazelnut open this wine. It's linear, silky and long on the finish, with a fine quality of tannin.",Mantico,90,45.0,Piedmont,Barbaresco,,,,Bersano 2008 Mantico  (Barbaresco),Nebbiolo,Bersano
107996,Italy,"This is an extraordinary Barolo with deep and intriguing layers of wild berry, orange zest, almond skin, light graphite shadings and lingering smoke or dried tobacco. The wine feel smooth and supple in the mouth and closes with firm tannins that give it backbone and staying power.",Cannubi San Lorenzo Ravera,93,,Piedmont,Barolo,,,,Giuseppe Rinaldi 2005 Cannubi San Lorenzo Ravera  (Barolo),Nebbiolo,Giuseppe Rinaldi
80092,US,"This 50/50 blend of Pinot Blanc and Pinot Gris veers toward off dry, with open, juicy flavors of sweet lemon tea and apple pie. It's drinking well and should be consumed within two years of the vintage.",Chehalem Gold,87,21.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Ardiri 2014 Chehalem Gold White (Willamette Valley),White Blend,Ardiri
2110,Italy,"Here is a full-force Pinot Bianco with compelling notes of mature apricot, candied fruit, honey, pine nut and maple syrup. The wine has a saturated, golden hue and resin-like flavors that add texture and dimension.",Pinot Bianco,87,,Northeastern Italy,Friuli Grave,,,,Castello di Porcìa 2006 Pinot Bianco Pinot Bianco (Friuli Grave),Pinot Bianco,Castello di Porcìa
25974,US,"Though more focused on Bordeaux varieties, the Daou brothers produce a fantastic Pinot Noir to chew on, with rich aromas of cherry pie set in a anise-flecked crust. The wine is soft and plush once sipped, with black cherries, root beer and strong black licorice elements.",,92,65.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Daou 2012 Pinot Noir (Edna Valley),Pinot Noir,Daou
